TYPE,YEAR,MONTH,Observations,YEAR-MONTH
Theft of Bicycle,2016,4,217,2016-04-01
Theft of Bicycle,2016,5,413,2016-05-01
Theft of Bicycle,2016,6,391,2016-06-01
Theft of Bicycle,2016,7,313,2016-07-01
Theft of Bicycle,2016,8,340,2016-08-01
Theft of Bicycle,2016,9,244,2016-09-01
Theft of Bicycle,2016,10,172,2016-10-01
Theft of Bicycle,2016,11,129,2016-11-01
Theft of Bicycle,2016,12,63,2016-12-01
Theft of Bicycle,2017,1,64,2017-01-01
Theft of Bicycle,2017,2,70,2017-02-01
Theft of Bicycle,2017,3,116,2017-03-01
Theft of Bicycle,2017,4,129,2017-04-01
Theft of Bicycle,2017,5,218,2017-05-01
Theft of Bicycle,2017,6,277,2017-06-01
Theft of Bicycle,2017,7,334,2017-07-01
Theft of Bicycle,2017,8,344,2017-08-01
Theft of Bicycle,2017,9,275,2017-09-01
Theft of Bicycle,2017,10,195,2017-10-01
Theft of Bicycle,2017,11,110,2017-11-01
Theft of Bicycle,2017,12,70,2017-12-01
Theft of Bicycle,2018,1,86,2018-01-01
Theft of Bicycle,2018,2,71,2018-02-01
Theft of Bicycle,2018,3,98,2018-03-01
Theft of Bicycle,2018,4,140,2018-04-01
Theft of Bicycle,2018,5,241,2018-05-01
Theft of Bicycle,2018,6,233,2018-06-01
Theft of Bicycle,2018,7,333,2018-07-01
Theft of Bicycle,2018,8,300,2018-08-01
Theft of Bicycle,2018,9,267,2018-09-01
Theft of Bicycle,2018,10,169,2018-10-01
Theft of Bicycle,2018,11,134,2018-11-01
Theft of Bicycle,2018,12,95,2018-12-01
Theft of Bicycle,2019,1,86,2019-01-01
Theft of Bicycle,2019,2,59,2019-02-01
Theft of Bicycle,2019,3,108,2019-03-01
Theft of Bicycle,2019,4,152,2019-04-01
Theft of Bicycle,2019,5,206,2019-05-01
Theft of Bicycle,2019,6,220,2019-06-01
Theft of Bicycle,2019,7,291,2019-07-01
Theft of Bicycle,2019,8,341,2019-08-01
Theft of Bicycle,2019,9,283,2019-09-01
Theft of Bicycle,2019,10,205,2019-10-01
Theft of Bicycle,2019,11,171,2019-11-01
Theft of Bicycle,2019,12,99,2019-12-01
Theft of Bicycle,2020,1,67,2020-01-01
Theft of Bicycle,2020,2,98,2020-02-01
Theft of Bicycle,2020,3,108,2020-03-01
Theft of Bicycle,2020,4,171,2020-04-01
Theft of Bicycle,2020,5,148,2020-05-01
Theft of Bicycle,2020,6,197,2020-06-01
Theft of Bicycle,2020,7,243,2020-07-01
Theft of Bicycle,2020,8,269,2020-08-01
Theft of Bicycle,2020,9,250,2020-09-01
Theft of Bicycle,2020,10,223,2020-10-01
Theft of Bicycle,2020,11,133,2020-11-01
Theft of Bicycle,2020,12,80,2020-12-01
Theft of Bicycle,2021,1,86,2021-01-01
Theft of Bicycle,2021,2,88,2021-02-01
Theft of Bicycle,2021,3,84,2021-03-01
Theft of Bicycle,2021,4,139,2021-04-01
Theft of Bicycle,2021,5,151,2021-05-01
Theft of Bicycle,2021,6,175,2021-06-01
Theft of Bicycle,2021,7,201,2021-07-01
Theft of Bicycle,2021,8,178,2021-08-01
Theft of Bicycle,2021,9,119,2021-09-01
Theft of Bicycle,2021,10,86,2021-10-01
Theft of Bicycle,2021,11,87,2021-11-01
Theft of Bicycle,2021,12,66,2021-12-01
Theft of Bicycle,2022,1,54,2022-01-01
Theft of Bicycle,2022,2,65,2022-02-01
Theft of Bicycle,2022,3,102,2022-03-01
Theft of Bicycle,2022,4,120,2022-04-01
Theft of Bicycle,2022,5,150,2022-05-01
Theft of Bicycle,2022,6,152,2022-06-01
Theft of Bicycle,2022,7,182,2022-07-01
Theft of Bicycle,2022,8,205,2022-08-01
Theft of Bicycle,2022,9,175,2022-09-01
Theft of Bicycle,2022,10,149,2022-10-01
Theft of Bicycle,2022,11,105,2022-11-01
Theft of Bicycle,2022,12,69,2022-12-01
Theft of Bicycle,2023,1,73,2023-01-01
Theft of Bicycle,2023,2,56,2023-02-01
Theft of Bicycle,2023,3,48,2023-03-01
Theft of Bicycle,2023,4,76,2023-04-01
Theft of Bicycle,2023,5,122,2023-05-01
Theft of Bicycle,2023,6,121,2023-06-01
Theft of Bicycle,2023,7,141,2023-07-01
Theft of Bicycle,2023,8,123,2023-08-01
Theft of Bicycle,2023,9,95,2023-09-01
Theft of Bicycle,2023,10,111,2023-10-01
Theft of Vehicle,2003,1,640,2003-01-01
Theft of Vehicle,2003,2,528,2003-02-01
Theft of Vehicle,2003,3,569,2003-03-01
Theft of Vehicle,2003,4,476,2003-04-01
Theft of Vehicle,2003,5,540,2003-05-01
Theft of Vehicle,2003,6,564,2003-06-01
Theft of Vehicle,2003,7,487,2003-07-01
Theft of Vehicle,2003,8,506,2003-08-01
Theft of Vehicle,2003,9,441,2003-09-01
Theft of Vehicle,2003,10,541,2003-10-01
Theft of Vehicle,2003,11,512,2003-11-01
Theft of Vehicle,2003,12,556,2003-12-01
Theft of Vehicle,2004,1,457,2004-01-01
Theft of Vehicle,2004,2,493,2004-02-01
Theft of Vehicle,2004,3,604,2004-03-01
Theft of Vehicle,2004,4,464,2004-04-01
Theft of Vehicle,2004,5,487,2004-05-01
Theft of Vehicle,2004,6,471,2004-06-01
Theft of Vehicle,2004,7,516,2004-07-01
Theft of Vehicle,2004,8,514,2004-08-01
Theft of Vehicle,2004,9,549,2004-09-01
Theft of Vehicle,2004,10,617,2004-10-01
Theft of Vehicle,2004,11,455,2004-11-01
Theft of Vehicle,2004,12,473,2004-12-01
Theft of Vehicle,2005,1,510,2005-01-01
Theft of Vehicle,2005,2,420,2005-02-01
Theft of Vehicle,2005,3,470,2005-03-01
Theft of Vehicle,2005,4,459,2005-04-01
Theft of Vehicle,2005,5,401,2005-05-01
Theft of Vehicle,2005,6,402,2005-06-01
Theft of Vehicle,2005,7,415,2005-07-01
Theft of Vehicle,2005,8,483,2005-08-01
Theft of Vehicle,2005,9,377,2005-09-01
Theft of Vehicle,2005,10,354,2005-10-01
Theft of Vehicle,2005,11,392,2005-11-01
Theft of Vehicle,2005,12,347,2005-12-01
Theft of Vehicle,2006,1,364,2006-01-01
Theft of Vehicle,2006,2,334,2006-02-01
Theft of Vehicle,2006,3,319,2006-03-01
Theft of Vehicle,2006,4,312,2006-04-01
Theft of Vehicle,2006,5,274,2006-05-01
Theft of Vehicle,2006,6,286,2006-06-01
Theft of Vehicle,2006,7,248,2006-07-01
Theft of Vehicle,2006,8,320,2006-08-01
Theft of Vehicle,2006,9,359,2006-09-01
Theft of Vehicle,2006,10,339,2006-10-01
Theft of Vehicle,2006,11,274,2006-11-01
Theft of Vehicle,2006,12,252,2006-12-01
Theft of Vehicle,2007,1,304,2007-01-01
Theft of Vehicle,2007,2,236,2007-02-01
Theft of Vehicle,2007,3,232,2007-03-01
Theft of Vehicle,2007,4,228,2007-04-01
Theft of Vehicle,2007,5,256,2007-05-01
Theft of Vehicle,2007,6,299,2007-06-01
Theft of Vehicle,2007,7,326,2007-07-01
Theft of Vehicle,2007,8,329,2007-08-01
Theft of Vehicle,2007,9,289,2007-09-01
Theft of Vehicle,2007,10,321,2007-10-01
Theft of Vehicle,2007,11,285,2007-11-01
Theft of Vehicle,2007,12,199,2007-12-01
Theft of Vehicle,2008,1,214,2008-01-01
Theft of Vehicle,2008,2,202,2008-02-01
Theft of Vehicle,2008,3,219,2008-03-01
Theft of Vehicle,2008,4,227,2008-04-01
Theft of Vehicle,2008,5,240,2008-05-01
Theft of Vehicle,2008,6,207,2008-06-01
Theft of Vehicle,2008,7,197,2008-07-01
Theft of Vehicle,2008,8,213,2008-08-01
Theft of Vehicle,2008,9,185,2008-09-01
Theft of Vehicle,2008,10,178,2008-10-01
Theft of Vehicle,2008,11,185,2008-11-01
Theft of Vehicle,2008,12,150,2008-12-01
Theft of Vehicle,2009,1,175,2009-01-01
Theft of Vehicle,2009,2,164,2009-02-01
Theft of Vehicle,2009,3,154,2009-03-01
Theft of Vehicle,2009,4,148,2009-04-01
Theft of Vehicle,2009,5,154,2009-05-01
Theft of Vehicle,2009,6,150,2009-06-01
Theft of Vehicle,2009,7,152,2009-07-01
Theft of Vehicle,2009,8,162,2009-08-01
Theft of Vehicle,2009,9,135,2009-09-01
Theft of Vehicle,2009,10,166,2009-10-01
Theft of Vehicle,2009,11,154,2009-11-01
Theft of Vehicle,2009,12,166,2009-12-01
Theft of Vehicle,2010,1,161,2010-01-01
Theft of Vehicle,2010,2,103,2010-02-01
Theft of Vehicle,2010,3,106,2010-03-01
Theft of Vehicle,2010,4,122,2010-04-01
Theft of Vehicle,2010,5,104,2010-05-01
Theft of Vehicle,2010,6,114,2010-06-01
Theft of Vehicle,2010,7,96,2010-07-01
Theft of Vehicle,2010,8,158,2010-08-01
Theft of Vehicle,2010,9,132,2010-09-01
Theft of Vehicle,2010,10,106,2010-10-01
Theft of Vehicle,2010,11,109,2010-11-01
Theft of Vehicle,2010,12,154,2010-12-01
Theft of Vehicle,2011,1,115,2011-01-01
Theft of Vehicle,2011,2,77,2011-02-01
Theft of Vehicle,2011,3,85,2011-03-01
Theft of Vehicle,2011,4,79,2011-04-01
Theft of Vehicle,2011,5,75,2011-05-01
Theft of Vehicle,2011,6,123,2011-06-01
Theft of Vehicle,2011,7,106,2011-07-01
Theft of Vehicle,2011,8,82,2011-08-01
Theft of Vehicle,2011,9,99,2011-09-01
Theft of Vehicle,2011,10,102,2011-10-01
Theft of Vehicle,2011,11,79,2011-11-01
Theft of Vehicle,2011,12,72,2011-12-01
Theft of Vehicle,2012,1,76,2012-01-01
Theft of Vehicle,2012,2,56,2012-02-01
Theft of Vehicle,2012,3,121,2012-03-01
Theft of Vehicle,2012,4,93,2012-04-01
Theft of Vehicle,2012,5,88,2012-05-01
Theft of Vehicle,2012,6,114,2012-06-01
Theft of Vehicle,2012,7,107,2012-07-01
Theft of Vehicle,2012,8,112,2012-08-01
Theft of Vehicle,2012,9,110,2012-09-01
Theft of Vehicle,2012,10,106,2012-10-01
Theft of Vehicle,2012,11,96,2012-11-01
Theft of Vehicle,2012,12,73,2012-12-01
Theft of Vehicle,2013,1,74,2013-01-01
Theft of Vehicle,2013,2,95,2013-02-01
Theft of Vehicle,2013,3,120,2013-03-01
Theft of Vehicle,2013,4,102,2013-04-01
Theft of Vehicle,2013,5,89,2013-05-01
Theft of Vehicle,2013,6,84,2013-06-01
Theft of Vehicle,2013,7,85,2013-07-01
Theft of Vehicle,2013,8,64,2013-08-01
Theft of Vehicle,2013,9,90,2013-09-01
Theft of Vehicle,2013,10,77,2013-10-01
Theft of Vehicle,2013,11,83,2013-11-01
Theft of Vehicle,2013,12,70,2013-12-01
Theft of Vehicle,2014,1,99,2014-01-01
Theft of Vehicle,2014,2,90,2014-02-01
Theft of Vehicle,2014,3,110,2014-03-01
Theft of Vehicle,2014,4,89,2014-04-01
Theft of Vehicle,2014,5,107,2014-05-01
Theft of Vehicle,2014,6,115,2014-06-01
Theft of Vehicle,2014,7,114,2014-07-01
Theft of Vehicle,2014,8,103,2014-08-01
Theft of Vehicle,2014,9,106,2014-09-01
Theft of Vehicle,2014,10,152,2014-10-01
Theft of Vehicle,2014,11,111,2014-11-01
Theft of Vehicle,2014,12,95,2014-12-01
Theft of Vehicle,2015,1,103,2015-01-01
Theft of Vehicle,2015,2,76,2015-02-01
Theft of Vehicle,2015,3,89,2015-03-01
Theft of Vehicle,2015,4,84,2015-04-01
Theft of Vehicle,2015,5,124,2015-05-01
Theft of Vehicle,2015,6,105,2015-06-01
Theft of Vehicle,2015,7,86,2015-07-01
Theft of Vehicle,2015,8,115,2015-08-01
Theft of Vehicle,2015,9,139,2015-09-01
Theft of Vehicle,2015,10,143,2015-10-01
Theft of Vehicle,2015,11,164,2015-11-01
Theft of Vehicle,2015,12,143,2015-12-01
Theft of Vehicle,2016,1,115,2016-01-01
Theft of Vehicle,2016,2,80,2016-02-01
Theft of Vehicle,2016,3,111,2016-03-01
Theft of Vehicle,2016,4,114,2016-04-01
Theft of Vehicle,2016,5,106,2016-05-01
Theft of Vehicle,2016,6,154,2016-06-01
Theft of Vehicle,2016,7,161,2016-07-01
Theft of Vehicle,2016,8,139,2016-08-01
Theft of Vehicle,2016,9,138,2016-09-01
Theft of Vehicle,2016,10,134,2016-10-01
Theft of Vehicle,2016,11,120,2016-11-01
Theft of Vehicle,2016,12,106,2016-12-01
Theft of Vehicle,2017,1,90,2017-01-01
Theft of Vehicle,2017,2,84,2017-02-01
Theft of Vehicle,2017,3,158,2017-03-01
Theft of Vehicle,2017,4,101,2017-04-01
Theft of Vehicle,2017,5,162,2017-05-01
Theft of Vehicle,2017,6,114,2017-06-01
Theft of Vehicle,2017,7,147,2017-07-01
Theft of Vehicle,2017,8,142,2017-08-01
Theft of Vehicle,2017,9,124,2017-09-01
Theft of Vehicle,2017,10,141,2017-10-01
Theft of Vehicle,2017,11,125,2017-11-01
Theft of Vehicle,2017,12,108,2017-12-01
Theft of Vehicle,2018,1,101,2018-01-01
Theft of Vehicle,2018,2,64,2018-02-01
Theft of Vehicle,2018,3,88,2018-03-01
Theft of Vehicle,2018,4,94,2018-04-01
Theft of Vehicle,2018,5,117,2018-05-01
Theft of Vehicle,2018,6,106,2018-06-01
Theft of Vehicle,2018,7,107,2018-07-01
Theft of Vehicle,2018,8,123,2018-08-01
Theft of Vehicle,2018,9,114,2018-09-01
Theft of Vehicle,2018,10,75,2018-10-01
Theft of Vehicle,2018,11,81,2018-11-01
Theft of Vehicle,2018,12,75,2018-12-01
Theft of Vehicle,2019,1,95,2019-01-01
Theft of Vehicle,2019,2,73,2019-02-01
Theft of Vehicle,2019,3,81,2019-03-01
Theft of Vehicle,2019,4,98,2019-04-01
Theft of Vehicle,2019,5,125,2019-05-01
Theft of Vehicle,2019,6,121,2019-06-01
Theft of Vehicle,2019,7,148,2019-07-01
Theft of Vehicle,2019,8,143,2019-08-01
Theft of Vehicle,2019,9,152,2019-09-01
Theft of Vehicle,2019,10,122,2019-10-01
Theft of Vehicle,2019,11,118,2019-11-01
Theft of Vehicle,2019,12,102,2019-12-01
Theft of Vehicle,2020,1,70,2020-01-01
Theft of Vehicle,2020,2,70,2020-02-01
Theft of Vehicle,2020,3,89,2020-03-01
Theft of Vehicle,2020,4,72,2020-04-01
Theft of Vehicle,2020,5,41,2020-05-01
Theft of Vehicle,2020,6,52,2020-06-01
Theft of Vehicle,2020,7,60,2020-07-01
Theft of Vehicle,2020,8,83,2020-08-01
Theft of Vehicle,2020,9,95,2020-09-01
Theft of Vehicle,2020,10,84,2020-10-01
Theft of Vehicle,2020,11,65,2020-11-01
Theft of Vehicle,2020,12,72,2020-12-01
Theft of Vehicle,2021,1,69,2021-01-01
Theft of Vehicle,2021,2,46,2021-02-01
Theft of Vehicle,2021,3,58,2021-03-01
Theft of Vehicle,2021,4,60,2021-04-01
Theft of Vehicle,2021,5,71,2021-05-01
Theft of Vehicle,2021,6,64,2021-06-01
Theft of Vehicle,2021,7,80,2021-07-01
Theft of Vehicle,2021,8,76,2021-08-01
Theft of Vehicle,2021,9,96,2021-09-01
Theft of Vehicle,2021,10,91,2021-10-01
Theft of Vehicle,2021,11,61,2021-11-01
Theft of Vehicle,2021,12,67,2021-12-01
Theft of Vehicle,2022,1,75,2022-01-01
Theft of Vehicle,2022,2,73,2022-02-01
Theft of Vehicle,2022,3,77,2022-03-01
Theft of Vehicle,2022,4,70,2022-04-01
Theft of Vehicle,2022,5,84,2022-05-01
Theft of Vehicle,2022,6,62,2022-06-01
Theft of Vehicle,2022,7,87,2022-07-01
Theft of Vehicle,2022,8,84,2022-08-01
Theft of Vehicle,2022,9,102,2022-09-01
Theft of Vehicle,2022,10,88,2022-10-01
Theft of Vehicle,2022,11,64,2022-11-01
Theft of Vehicle,2022,12,44,2022-12-01
Theft of Vehicle,2023,1,61,2023-01-01
Theft of Vehicle,2023,2,69,2023-02-01
Theft of Vehicle,2023,3,73,2023-03-01
Theft of Vehicle,2023,4,55,2023-04-01
Theft of Vehicle,2023,5,56,2023-05-01
Theft of Vehicle,2023,6,69,2023-06-01
Theft of Vehicle,2023,7,72,2023-07-01
Theft of Vehicle,2023,8,76,2023-08-01
Theft of Vehicle,2023,9,56,2023-09-01
Theft of Vehicle,2023,10,52,2023-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,1,3,2003-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,3,4,2003-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,4,1,2003-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,6,2,2003-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,7,1,2003-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,8,3,2003-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,9,2,2003-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,10,3,2003-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,11,4,2003-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2003,12,2,2003-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,2,2,2004-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,3,1,2004-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,5,6,2004-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,6,2,2004-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,7,4,2004-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,9,2,2004-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,10,2,2004-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,11,1,2004-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2004,12,2,2004-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,2,4,2005-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,4,6,2005-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,5,2,2005-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,6,2,2005-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,8,6,2005-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,9,2,2005-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,10,2,2005-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,11,6,2005-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2005,12,3,2005-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,1,4,2006-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,2,1,2006-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,3,2,2006-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,4,1,2006-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,5,1,2006-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,6,3,2006-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,7,5,2006-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,9,1,2006-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,10,1,2006-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2006,12,1,2006-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,1,4,2007-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,2,1,2007-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,5,1,2007-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,7,4,2007-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,8,3,2007-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,9,2,2007-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,10,2,2007-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,11,4,2007-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2007,12,3,2007-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,1,5,2008-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,3,2,2008-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,6,2,2008-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,7,2,2008-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,8,2,2008-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,9,1,2008-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,11,1,2008-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2008,12,2,2008-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,1,1,2009-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,2,4,2009-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,4,1,2009-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,5,1,2009-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,6,1,2009-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,8,1,2009-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,9,1,2009-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,10,2,2009-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,11,1,2009-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2009,12,1,2009-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,1,3,2010-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,4,1,2010-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,6,1,2010-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,7,2,2010-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,8,1,2010-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,10,1,2010-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2010,11,1,2010-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,1,3,2011-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,3,2,2011-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,4,1,2011-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,5,1,2011-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,6,3,2011-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,7,1,2011-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2011,10,1,2011-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,2,1,2012-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,3,3,2012-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,4,2,2012-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,6,3,2012-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,7,1,2012-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,8,1,2012-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,9,2,2012-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,10,1,2012-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,11,3,2012-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2012,12,1,2012-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,2,1,2013-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,3,1,2013-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,5,4,2013-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,6,4,2013-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,7,2,2013-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,8,1,2013-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,10,1,2013-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2013,11,1,2013-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,1,1,2014-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,3,1,2014-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,4,1,2014-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,5,1,2014-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,7,1,2014-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,9,1,2014-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,10,3,2014-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,11,1,2014-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2014,12,4,2014-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,1,3,2015-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,2,1,2015-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,3,2,2015-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,4,1,2015-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,7,1,2015-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,8,2,2015-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,9,1,2015-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,10,1,2015-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2015,11,2,2015-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,1,2,2016-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,2,1,2016-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,3,4,2016-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,4,2,2016-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,5,1,2016-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,7,1,2016-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,8,2,2016-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2016,10,2,2016-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,2,1,2017-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,4,2,2017-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,5,1,2017-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,6,1,2017-06-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,8,4,2017-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,9,1,2017-09-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,11,1,2017-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2017,12,4,2017-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,2,1,2018-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,3,1,2018-03-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,5,2,2018-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,7,2,2018-07-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,8,3,2018-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,10,1,2018-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,11,2,2018-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2018,12,1,2018-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,1,2,2019-01-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,2,3,2019-02-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,4,1,2019-04-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,5,2,2019-05-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,8,1,2019-08-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,10,2,2019-10-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,11,2,2019-11-01
Vehicle Collision or Pedestrian Struck (with Fatality),2019,12,1,2019-12-01
Vehicle Collision or Pedestrian Struck (with Fatality),2020,1,1,2020-01-01
